,review,predicted,label
263,"racketeer,stars,carol,deprived,e,usually,appeared,end,lombard,woman,thrown,society,left,husband,concert,violinist,roland,drew,downandout,alcoholic,torn,love,interest,new,york,crime,kingpin,robert,armstrong,topbilled,virtually,compendium,wrong,earliest,talkies,stiff,direction,immobile,cameras,stagy,acting,ridiculously,slowpaced,delivery,lines,time,sound,crews,telling,directors,actors,speak,line,slowly,start,speaking,line,previous,actor,finished,theirs,years,later,interesting,movie,director,howard,higgin,faithfully,follows,sound,recorders,dictates,systematically,undercuts,talents,know,lombard,armstrong,watching,later,movies,racketeer,year,despite,transition,problems,silent,sound,nonetheless,gave,legitimate,masterpieces,vidors,hallelujah,mamoulians,applause,wylers,hells,heroes,capras,ladies,leisure,directors,strong,wills,tell,soundboard,dictators,stuffed,let,actors,talk,act,naturalistically,bad,howard,higgin,wasnt,strong,watching,naturally,rapidpaced,actor,like,armstrong,slog,ridiculous,way,hes,told,speak,cant,help,wonder,foot,gorilla,armstrong,needs",pos,neg
264,"sammi,cheng,andy,lau,coupled,rd,film,yesterday,directed,hks,actioneer,johnnie,tofans,tos,action,films,disappointed,find,single,gun,filmingfurthermore,fans,cheng,laus,previous,films,needing,love,diet,disappointed,find,yesterday,near,funny,endearingbr,mr,mrs,lau,cheng,divorced,coupleboth,affluent,hk,citizensboth,incredibly,mischievousboth,happened,professional,thieves,birds,feathera,couple,years,earlier,divorced,inability,find,middle,ground,splitting,lootnow,shes,remarryingto,son,rich,heiress,total,mommas,boy,carl,ng,throughthe,soontobe,motherinlaw,jenny,woo,suspicious,mrs,tos,past,thinks,shes,marrying,son,family,jewels,heiress,priceless,ruby,necklacebr,necklace,stolenis,mrs,tos,materialistic,eye,gets,best,exhusband,mr,tos,way,sabotaging,marriage,steal,jewels,himselfbr,movie,pple,falling,love,rekindling,loveits,pple,love,foolish,realize,itthey,let,pride,greed,overwhelm,thembr,overall,yesterday,caperheist,film,homage,classic,hollywood,glamour,golden,years,ie,cary,grant,grace,kellys,catch,thiefjohnnie,riding,heavily,chenglaus,chemistry,previous,filmshoping,chenglaus,immense,popularity,fan,base,justification,filmi,think,sammi,cheng,likablecharming,entertainers,working,tday,lau,definitely,tom,cruise,asian,cinemabr,enjoyed,films,consider,chenglau,pairing,comparable,classic,hollywood,couples,s,sbut,yesterday,falls,short,expectationsterrible,writing,ridiculous,situations,product,placements,galore,subplots,supporting,characters,unnecessarycome,think,itthis,film,unnecessaryunless,love,celebrity,watching",pos,neg
266,"terrific,production,good,comedic,performance,george,clooney,cant,save,curiously,detached,occasionally,clumsy,quasicomedy,joel,ethan,coen,depressionera,road,tale,hearkens,yesterday,escaped,chaingang,prisoners,seeking,hidden,fortune,inadvertently,country,music,stars,process,film,meanders,builds,momentum,big,boost,clooneys,charismatic,gableesque,mugging,art,direction,tbone,burnetts,lively,music,screenplay,coens,seriously,lacking,humor,interest,supporting,cameos,john,goodman,holly,hunter,fail,add,lift,secondhalf,movie,slides,precariously,selfindulgence",pos,neg
283,"dont,know,persons,love,movie,maybe,funny,ok,totally,ruined,best,novels,written,author,said,movie,betrayed,book,story,violently,cut,symbols,complexity,lost,sfashioned,fantasyadventure,film,kids,today,effects,directors,new,attention,books,hope,tim,burton,peter,jackson,hayao,miyazaki,someday,direct,real,neverending,story,great,dead,writer,wonderful,book,literature,lovers,deserve",pos,neg
288,"big,coen,brothers,fan,admirer,dark,humor,films,like,fargo,millers,crossing,impressed,comic,mode,goofycamp,camp,goofy,unfortunately,o,brother,art,thou,falls,category,isnt,good,big,lebowski,hudsucker,proxybr,o,brother,basically,episodic,series,injokes,point,humor,cleverness,reviewers,noted,films,plot,loosely,far,tell,arbitrarily,based,odyssey,main,character,ulysses,everett,mcgill,george,clooney,adventurer,like,homeric,namesake,real,goal,return,home,prevent,marriage,wife,penny,suitor,course,dont,discover,clooneyulysses,character,wants,long,weve,stopped,caring,homer,cool,hand,luke,chain,gangs,ku,klux,klan,meetings,la,indiana,jones,cult,gatherings,disbarred,lawyers,vocabulary,talent,bluegrass,country,music,singing,association,baby,face,nelson,clark,gable,lookalike,hairdo,random,sundry,character,traits,encounters,leave,discernbr,allusion,preston,sturges,sullivans,travels,o,brothers,title,equally,pointless,yes,viewers,familiar,sturges,minor,screwball,comedy,classic,find,mildly,rewarding,recognize,title,socially,conscious,depression,movie,sullivan,abandons,hollywood,comedy,hoping,mildly,amused,couple,shotscene,riffs,eg,hopping,freight,cars,chain,gang,shuffle,view,movie,coen,brothers,dont,add,artforartssake,versus,moral,high,seriousness,critical,debate,function,art,obviously,fall,school,doesnt,motivate,reference,slightest,homage,like,postmodern,pop,culture,reference,textual,play,person,lot,nicer,amounts,tonally,thematically,consistent,arbitrary,concoctionbr,screenplay,simply,silly,mess,consistent,consistently,pleasing,element,folkcountry,music,soundtrack,doesnt,homer,preston,sturges,considering,rest,film,thats,probably,good,thing,hand,id,recommend,price,admission,soundtrack,cd",pos,neg
296,"word,presents,finds,way,title,preceded,famous,work,usually,immediately,dismissible,reason,people,capable,creating,good,art,dont,able,ive,willing,second,installment,demons,trilogy,try,thing,soundtracks,absolutely,die,american,directors,sacrificed,small,animals,line,kind,talent,soundtrack,demons,words,asia,argento,course,film,number,years,away,decision,style,acting,early,helen,mirren,steamy,looks,little,clothing,lamberto,bava,comes,italys,finest,dynasties,odd,horror,sub,genre,known,giallo,hes,son,mario,bava,invented,genre,sixties,original,demons,absolute,mustsee,fans,eighties,bhorror,films,bad,right,bad,demons,continue,assault,italian,media,movie,opens,modern,italian,highrise,people,going,lives,televisions,background,theyre,watching,kind,combination,news,reportmater,video,investigative,reporter,types,trying,proof,events,film,time,frame,days,film,usual,horrorfilm,extra,inability,concentrate,reporters,manage,bring,demon,life,comes,tv,screen,start,plague,anewbr,yeah,bad,thing,good,film,soundtrack,youre,buffeted,likes,smiths,cult,gene,loves,jezebel,etc,stunning,comes,keyboard,simon,boswell,got,start,argento,dynasty,gone,score,films,lord,illusions,hackersbr,makes,halfdecent,free,rental,youre,planning,drinking,heavily,certainly,near,fun,original,cronenbergs,wonderfully,funny,highrisenastycreature,romp,shivers,aka,came,lot,better",pos,neg
298,"typically,elaborately,crafted,hbo,production,firstrate,cast,rich,smalltown,atmosphere,nice,narrative,vignettes,graced,average,production,valuesbr,thats,huge,subplots,peopled,likable,annoying,caricatures,paperthin,dull,stretches,long,hoursbr,silly,story,veers,uneasily,melodrama,entertaining,personal,drama,profound,allbr,shame,scenes,shine,isbr,grubby,paul,newmans",pos,neg
301,"wow,born,love,bad,tv,movies,love,involved,works,want,involved,im,spending,time,watching,thing,watched,emmys,night,tv,infinite,world,empire,falls,excellent,nametv,movie,awards,truly,wonderful,talent,course,tried,admirably,pretend,ok,tv,goodness,sakes,screenplay,ok,direction,know,wish,best,thought,totally,mindbending,hollywood,placing,bad,film,honors,awards,sort,wakeup,hollywood,small,insular,community,cynical,thing,wow,xptyngi",pos,neg
316,"growing,trend,media,vilify,ridicule,men,sees,television,adverts,program,plots,cheaters,prime,example,find,plenty,female,cheaters,vast,majority,shown,men,prime,threat,governments,power,resides,male,population,theyre,likely,abide,authority,physical,combat,threat,way,reduce,threat,emasculate,men,society,media,examples,psychological,propaganda,crime,dramas,self,righteous,cops,including,bigjawed,aggressive,women,accusing,question,trampling,rights,making,men,feel,like,scum,australia,male,sports,stars,arrested,recently,dubious,assaults,drinking,charges,example,government,controlling,male,populous,arresting,heroes,asserting,dominance,cheaters,aside,political,machinations,invasion,privacy,violation,rights,furthermore,women,assault,men,round,way,men,jail,honest,finding,women,cheaters,dont,normally,caught,fact,male,lovers,happy,strings,attached,rocking,boat,mens,mistresses,want,men,want,control,men,men,caught",pos,neg
321,"guess,selected,number,audience,members,interest,watching,male,hustler,new,york,operates,id,willing,bet,brave,souls,turned,irritating,patchwork,technique,deliberately,muffled,sound,recording,display,fact,inherent,defects,direct,result,films,lowbudgetundergroundexperimental,nature,id,point,inclined,film,features,extensive,male,nudity,joe,dallesandro,understandably,underground,gay,icon,episodic,structure,showing,daytoday,routine,hustler,protagonist,offers,couple,mildly,interesting,scenes,meeting,eventually,posing,eccentric,elderly,artist,dallesandro,expresses,views,unusual,line,work,delineates,particular,modus,operandi,couple,prospective,colleagues,including,unlikeliest,hustlers,bespectacled,nerd,mercifully,film,ran,minutes,imdbs,claim,complete,length,mistake,watched,warhols,movies,decidedly,satisfying,tolerable,example,ive,run,bad,slightly,better,likes,hustler,strain,sit,fact,trilogy,augur,saying,goes,gotta,gotta,chapters,follow,quick,succession,despite,generally,negative,reaction,flesh,valuable,s,time,capsule,prototype,underground,scene,era,cinematically,real,life,record,image,dallesandro,film,adorns,sleeve,smiths,selftitled,debut,album,transsexual,candy,darling,appears,unremarkably,immortalized,candy,says,opening,track,velvet,undergrounds,eponymous,album,band,alltime,favorite,reasons,sheerly,unique,groundbreaking,music,described,lifestyle,utterly,different,truly,case,id,experience,aurally,instead,visually",pos,neg
336,"movie,starts,wrong,foot,gets,going,scene,shows,life,flight,helicopter,landing,outside,window,distinctly,mountains,background,houston,elevation,change,city,sits,sea,level,ft,incline,considered,big,hill,scenery,shots,outside,hospital,immediately,tell,viewer,houston,trees,missing,leaves,pine,trees,houston,hospital,outside,unbelievable,memorial,hermann,hospital,hospitals,united,states,sits,smack,dab,middle,medical,district,miles,downtown,houston,outside,shot,hospital,makes,appear,hospital,suburbs,countrysidebr,obvious,charge,actual,tropical,storm,movie,skimped,numerous,shots,radar,wrong,radar,image,movie,hurrican,hugo,hitting,south,carolina,later,kris,kristofferson,leaving,job,assistants,tells,alison,moving,south,houston,radar,image,shows,alison,clearly,moving,north,gulf,mexico,houstonprobably,initial,landfall,alisonbr,acting,isnt,bad,jobeth,williams,kris,kristofferson,rick,schroder,decent,job,considering,straighttotv,movie,plot,story,decent,fact,based,true,story,makes,bit,entertaining,problem,acting,portrayal,houstonians,big,thick,southern,accentsthe,actors,sound,like,birmingham,alabama,houston,texasbr,movie,gets,point,general,audience,exactly,meant,entertain,looking,factual,account,happened,city,houston,june,disappointed,thing,mind,viewing,movie,based,solely,evacuation,memorial,hermann,hospital,tropical,storm,alison,impact,houston,metro,looking,factual,account,tropical,storm,alisons,impact,houston,metro,suggest,watching,weather,channels,storm,stories,tropical,storm,alisonbr",pos,neg
366,"figures,higher,proportion,areas,society,dont,object,extremely,high,salaries,todays,entertainers,athletesbr,arod,lebron,brady,deals,figures,low,area,ray,romano,jerry,seinfeld,actually,billionaires,shows,huge,residuals,fees,currently,demand,cast,members,friends,group,reached,near,figures,episode,lettermans,earnings,solve,peoples,financial,problems,week,twos,care,lifebr,based,sound,supplydemand,principals,financial,benefits,bring,employers,perform,crafts,ablybr,comes,like,rachel,ray,reaches,level,earnings,far,apparent,level,talent,skill,find,shrill,annoying,forced,perkiness,thats,phony,proverbial,dollar,billbr,friend,responsible,special,meetings,events,convention,plans,firm,affiliates,major,talent,sources,hundreds,clients,available,k,level,handful,k,appearance,area,includes,trump,seinfeld,lance,armstrong,robin,williams,kidding,larry,cable,guybr,greater,number,range,list,included,likes,bill,cosby,steve,martin,cable,guy,larrys,benefactor,jeff,foxworthy,category,includes,rachael,ray,suppose,admit,sufficient,demand,talent,offerings,justify,talk,wholl,pay,k,class,air,hotel,suite,expenses,limos,doortodoor,couple,hours,whiny,prattle,organizations,event,cant,figure,howinthehell,possible",pos,neg
378,"currently,years,old,remember,seeing,movie,theatres,came,heard,right,years,old,distinctly,remember,saw,afternoon,years,ago,mystical,trip,fantastic,world,mark,twains,creativity,hand,creepy,film,mark,twains,dark,depressed,fact,suicidal,scene,bothers,particularly,strange,scene,mark,twain,playing,organ,funeralbr,adult,enjoy,film,movie,possibly,features,interesting,viewpoints,person,working,knowledge,mark,twains,writing,enjoy,trust,adventures,film,want,use,introduce,young,children,mark,twain",pos,neg
414,"gay,man,lived,time,period,examined,tedious,documentary,eager,subject,matter,handled,unfortunately,film,makers,wasted,energetic,insightful,opportunity,shed,light,collective,gay,history,film,concerns,period,new,york,city,ignoring,rest,country,spent,fair,time,nyc,time,assure,gay,life,outside,manhattan,men,interviewed,alist,queens,thought,better,s,waxing,nostalgic,throwing,attitude,film,tried,cover,larger,topics,race,ageism,burgeoning,gay,caste,system,based,wealth,body,image,rise,clones,discrimination,subgroups,community,ability,grow,decent,mustache,important,s,alas,presented,recollections,interviewed,different,memories,decade,youll,enjoy,archival,photos,grainy,homemovies,bars,discos,haunted,werent,film,undoubtedly,dull,sadly,stars,jogging,memoryi,miss,going,anvil",pos,neg
415,"movie,retitled,sex,s,new,york,city,called,greenwich,village,chelseabr,movie,little,talk,sex,s,focus,hypersexual,environments,public,private,sex,spaces,new,york,city,doubt,manhole,bar,symbolic,actual,sex,s,kind,sex,prevalent,filmbr,dont,wrong,time,period,looks,like,blast,important,document,scene,film,refers,far,calling,film,sex,s,title,bit,misleading,technically,oscar,nominee,rawness,feels,appropriate,subjectbr,overall,eh",pos,neg
418,"differ,comments,posted,amid,sporadic,funny,moments,lot,actors,trying,hard,funny,strain,shows,watched,friends,friends,recommendation,thrilled",pos,neg
439,"documentaries,fans,mishmashes,worth,seeing,found,fans,usually,unenlightening,veteran,original,tolkien,craze,years,ago,id,hoped,obviouswhich,doesnt,equate,true,theres,living,doesnt,know,nature,fandom,fandom,having,known,fan,wont,discover,irrelevancies,platitudes,actors,films,particularly,prone,acting,fans,making,mostif,bestof,shot,fame,glean,little,special,appeal,lotr,special,emotional,responses,evokes,range,special,creative,forms,responses,addition,film,lazy,slights,facts,got,little,effort,eg,exact,legal,loophole,wording,copyright,notice,permitted,books,unauthorized,publication,speaking,strong,exception,films,dismissal,covers,edition,irrelevant,psychedelic,work,jack,gaughan,able,sf,illustrator,period,fans,including,found,apt,attractive,covers,rival,set",pos,neg
447,"fear,desire,interest,mainly,kubrick,obsessives,plumb,pretentious,clap,trap,signs,stilltocome,greatness,kubrick,right,seeking,ensure,film,screened,available,legitimate,video,considered,embarrassing,amateurish,correct,evaluation,weak,tedious,filmat,minutes,longer,barry,lyndonit,historical,interest,genuine,absorbing,moments,difficult,film,find,unofficial,copies,circulation,change,kubricks,estate,relents,released,video,recommended,kubrick,enthusiasts",pos,neg
